date,AAPL UW Equity,AXP UN Equity,BA UN Equity,CAT UN Equity,CSCO UW Equity,CVX UN Equity,DD UN Equity,DIS UN Equity,GE UN Equity,GS UN Equity,HD UN Equity,IBM UN Equity,INTC UW Equity,JNJ UN Equity,JPM UN Equity,KO UN Equity,MCD UN Equity,MMM UN Equity,MRK UN Equity,MSFT UW Equity,NKE UN Equity,PFE UN Equity,PG UN Equity,TRV UN Equity,UNH UN Equity,UTX UN Equity,V UN Equity,VZ UN Equity,WMT UN Equity,XOM UN Equity
2015-02-02,118.63,82.13,146.26,80.84,26.83,106.06,68.0267,91.93,24.21,175.49,104.43,154.66,33.65,100.83,55.47,41.59,92.51,164.42,60.88,41.28,45.96,31.65,85.12,104.58,107.29,116.58,63.835,46.98,85.71,89.58
2015-02-03,118.65,83.73,147.34,83.92,27.12,109.53,69.6606,94.1,24.47,180.24,107.24,158.47,33.7,102.46,56.72,41.63,93.92,165.94,61.02,41.6,46.675,32.02,85.95,106.04,107.81,118.89,64.9475,47.83,86.19,92.25
2015-02-04,119.56,83.61,147.22,81.95,26.69,108.35,70.0501,101.28,24.16,178.78,108.41,156.96,33.6,101.36,56.38,41.68,94.05,164.81,59.05,41.84,46.27,32.07,85.79,106.73,107.92,117.79,66.2225,47.8,86.65,91.46
2015-02-05,119.94,84.73,148.6,83.57,27.26,109.31,72.197,102.64,24.5,180.77,108.99,157.91,33.94,102.46,56.77,41.79,94.34,166.55,59.17,42.45,46.67,32.99,86.7,107.41,108.82,120.11,67.95,47.86,87.28,92.36
2015-02-06,118.93,85.01,148.0,83.21,27.24,109.61,72.292,102.02,24.52,183.43,109.04,156.72,33.295,101.1,57.89,41.45,93.99,166.07,58.79,42.41,45.895,33.17,85.61,107.2,107.6,119.81,66.855,49.33,87.33,91.5
2015-02-09,119.72,84.98,147.58,84.67,27.12,110.43,71.931,101.73,24.64,182.22,108.34,155.75,32.93,99.78,57.82,41.23,92.72,164.84,58.33,42.36,45.585,33.07,85.05,105.77,106.49,119.32,66.365,49.09,85.91,91.56
2015-02-10,122.02,85.84,148.04,83.9,27.49,110.18,72.178,101.92,24.72,184.56,110.67,158.56,33.7,100.35,58.46,42.4,94.02,165.82,58.85,42.6,46.375,34.15,85.39,106.52,108.97,119.4,66.1375,49.51,87.29,91.01
2015-02-11,124.88,86.01,147.92,83.41,26.93,109.98,71.4846,101.87,24.77,187.65,110.31,158.2,33.55,100.38,58.37,42.37,94.21,164.48,58.74,42.38,45.655,34.25,85.64,107.77,109.85,118.69,66.4975,49.81,86.34,90.6
2015-02-12,126.46,80.48,148.09,83.53,29.46,110.86,72.4725,103.58,24.89,189.78,112.16,158.52,34.125,98.44,59.57,42.17,95.09,165.91,58.88,43.09,46.0,34.87,86.03,108.04,109.84,119.59,67.7275,49.52,85.89,92.37
2015-02-13,127.08,78.08,149.73,85.13,29.43,112.78,72.368,104.17,25.15,189.0,111.89,160.4,34.36,99.62,59.67,41.99,95.65,165.94,58.81,43.87,46.02,34.64,85.9,108.0,109.44,121.25,67.4075,49.31,85.81,93.37
2015-02-17,127.83,79.08,149.92,85.38,29.31,112.4,72.6055,104.12,25.17,190.02,112.0,160.96,34.735,100.44,60.1,41.81,94.35,166.92,58.79,43.58,45.93,34.58,85.49,108.0,109.76,121.32,67.7175,49.18,85.96,93.05
2015-02-18,128.715,79.78,151.17,84.8,29.49,110.44,72.4915,103.86,25.25,188.67,111.99,162.19,34.265,99.96,59.37,41.73,94.58,167.4,58.8,43.53,46.81,34.48,86.26,107.98,109.77,121.99,67.28,48.94,86.29,91.01
2015-02-19,128.45,78.4,153.75,83.3,29.31,108.35,72.273,103.89,25.01,189.11,110.94,163.89,34.21,100.7,59.23,42.11,94.19,167.09,58.3,43.5,46.85,34.41,85.21,107.99,110.03,122.91,67.275,48.91,83.52,89.44
2015-02-20,129.495,79.83,158.31,84.44,29.61,108.6,72.8335,104.55,25.21,191.51,112.24,163.65,34.41,100.26,59.8,41.97,94.19,168.12,58.35,43.855,47.465,34.56,84.87,107.82,112.62,124.11,68.25,48.97,84.3,89.92
2015-02-23,133.0,80.3,154.74,83.49,29.63,107.86,73.584,104.99,25.17,190.31,112.28,162.91,33.76,100.18,59.35,41.85,94.31,168.81,58.3,44.15,47.505,34.39,85.39,107.08,116.4,123.72,68.2525,48.77,84.6,89.01
2015-02-24,132.17,80.86,154.38,84.5,29.63,107.96,74.002,104.67,25.39,192.22,116.75,164.83,34.41,100.7,60.82,42.13,94.98,169.12,58.36,44.09,47.71,34.34,85.5,107.55,115.43,123.79,68.1175,49.22,84.57,89.42
2015-02-25,128.79,82.17,153.01,85.15,29.49,108.58,74.002,105.57,25.91,191.72,116.31,162.81,33.945,101.21,61.14,42.05,98.66,168.89,58.49,43.99,48.41,34.66,85.46,106.91,114.05,123.37,68.2525,49.2,83.57,89.6
2015-02-26,130.415,83.25,151.73,83.8,29.91,107.06,74.1254,104.56,25.89,192.2,115.38,160.87,33.65,102.8,61.58,42.46,99.51,169.61,58.96,44.055,48.495,34.59,85.17,107.82,113.66,122.67,68.4375,49.37,83.8,88.65
2015-02-27,128.46,81.59,150.85,82.9,29.51,106.68,73.9545,104.08,25.99,189.79,114.75,161.94,33.25,102.51,61.28,43.3,98.9,168.65,58.54,43.85,48.56,34.32,85.13,107.44,113.63,121.91,67.8275,49.45,83.93,88.54
2015-03-02,129.09,82.03,153.8,83.0,30.19,105.9,74.5624,105.89,26.11,191.79,116.12,160.48,34.06,103.22,61.77,43.2,100.0,170.5,58.58,43.88,49.375,34.77,85.41,107.9,114.4,123.19,69.5725,49.47,83.96,88.04
2015-03-03,129.36,81.91,155.57,82.84,29.54,105.16,74.1634,106.35,25.86,191.27,116.07,161.03,34.095,102.34,61.97,42.95,99.74,168.27,58.34,43.28,48.985,34.56,85.16,107.4,112.86,121.7,68.825,49.55,83.37,87.62
2015-03-04,128.54,80.63,154.35,81.73,29.33,105.16,74.2109,105.57,25.66,189.67,114.76,159.42,34.12,101.65,62.13,42.5,100.25,167.16,57.88,43.055,48.76,34.64,84.35,106.88,113.82,121.04,68.4375,49.07,82.58,87.18
2015-03-05,126.41,81.15,154.47,81.51,29.3,104.73,74.4009,105.03,25.82,190.08,115.91,161.18,33.73,102.52,62.0,42.4,99.11,167.57,57.98,43.11,49.23,34.47,84.63,107.6,114.79,120.79,68.5325,48.92,83.57,86.74
2015-03-06,126.6,80.31,153.12,80.06,28.925,103.55,74.2299,103.82,25.42,186.91,114.45,158.5,33.19,100.11,60.89,41.52,97.13,164.36,56.84,42.36,48.455,33.97,82.66,105.8,112.88,119.43,67.335,48.29,82.59,85.63
2015-03-09,127.14,80.51,154.75,80.81,29.36,103.95,74.6384,105.26,25.64,187.93,115.25,160.77,32.72,100.66,61.5,41.39,97.71,166.37,57.26,42.85,48.715,34.03,83.09,106.72,114.9,121.75,67.855,48.23,82.88,85.16
2015-03-10,124.51,79.11,152.42,79.91,28.66,102.91,74.8284,103.09,25.17,182.71,112.56,157.81,31.7,99.53,59.96,40.69,96.29,162.26,56.58,42.03,48.255,33.78,81.54,104.73,112.46,117.4,66.3,47.51,82.07,84.26
2015-03-11,122.24,79.45,151.17,79.7,28.26,103.54,75.3224,102.89,25.19,184.18,113.07,156.8,32.33,98.32,60.24,40.1,94.96,161.73,56.06,41.98,47.67,33.63,81.39,105.67,112.72,118.34,66.1875,47.68,80.69,84.02
2015-03-12,124.45,81.56,152.04,80.19,28.24,102.42,76.3769,107.17,25.4,189.95,116.1,157.98,30.8,99.83,61.37,40.57,96.25,164.47,56.17,41.02,48.52,34.0,82.09,107.83,114.88,121.24,67.395,48.73,81.9,84.22
2015-03-13,123.59,80.6,151.57,79.23,27.94,101.62,76.4719,106.44,25.04,189.34,114.82,154.28,30.93,99.21,61.0,39.91,96.35,162.74,56.2,41.38,47.905,34.0,81.83,106.72,115.25,118.74,66.2575,48.84,81.9,83.87
2015-03-16,124.95,81.5,153.67,79.97,28.3,103.13,73.2135,107.37,25.45,191.9,116.5,157.08,30.83,101.06,61.85,40.29,97.15,166.21,57.12,41.56,48.22,34.44,83.56,108.93,118.52,120.07,67.255,49.27,83.29,84.76
2015-03-17,127.04,81.06,154.51,78.45,28.15,103.17,70.9431,106.96,25.31,190.57,115.58,156.96,30.59,99.89,61.61,40.51,96.17,164.23,56.47,41.695,48.27,34.17,82.85,108.75,117.6,119.86,66.125,48.95,82.62,84.08
2015-03-18,128.47,81.86,155.73,81.33,28.15,106.7,72.2065,107.97,25.64,192.32,116.08,159.81,30.89,101.46,61.75,40.6,97.0,166.47,57.65,42.5,48.755,34.38,83.75,109.52,119.96,120.31,66.9175,49.54,82.53,86.07
2015-03-19,127.495,81.54,154.11,80.09,28.26,104.75,70.7816,107.37,25.33,189.97,115.16,159.81,30.74,101.69,61.2,40.02,95.98,165.66,58.21,42.285,49.16,34.15,83.38,109.11,120.76,119.38,66.81,49.3,81.52,84.41
2015-03-20,125.9,82.7,154.5,81.19,28.44,107.03,70.6201,108.43,25.4,193.13,117.49,162.88,31.31,102.4,61.75,40.65,97.05,166.49,58.58,42.88,50.99,34.25,84.74,109.73,119.14,119.46,67.41,49.56,83.24,84.54
2015-03-23,127.21,82.2,152.81,81.09,28.405,105.92,70.6961,108.22,25.47,191.96,116.07,164.63,31.2,102.98,61.14,40.62,98.62,166.13,58.73,42.855,50.73,35.05,84.86,109.62,119.04,118.68,67.08,49.64,83.31,85.43
2015-03-24,126.69,81.37,151.65,80.48,28.0,104.2,69.9171,107.11,25.27,191.28,116.15,163.0,30.79,101.96,60.46,40.47,99.36,166.32,58.63,42.9,50.325,34.52,83.92,109.23,118.12,118.92,67.1,49.41,83.05,84.52
2015-03-25,123.38,80.11,148.23,79.86,27.46,105.67,68.4257,105.0,24.91,187.35,113.68,159.2,29.89,100.34,59.61,40.45,98.14,162.7,58.26,41.46,49.495,34.3,83.01,107.61,116.54,116.46,65.73,48.73,81.32,84.86
2015-03-26,124.24,78.48,148.17,79.88,27.09,105.25,68.1692,105.24,24.8,187.24,112.37,160.59,30.08,100.14,59.54,40.35,97.64,162.59,57.6,41.21,49.665,34.16,82.15,106.83,116.25,116.04,65.59,48.42,81.89,84.32
2015-03-27,123.25,77.97,148.85,79.67,27.13,104.28,68.0647,105.48,24.86,188.06,113.86,160.4,32.0,100.34,59.55,40.08,96.96,163.5,57.75,40.97,49.94,34.53,82.31,107.13,118.01,116.9,65.54,48.56,81.35,83.58
2015-03-30,126.37,78.05,152.7,81.37,27.65,106.9,68.9482,106.12,25.12,191.02,114.63,162.67,31.46,101.55,60.96,40.51,97.88,166.05,58.34,40.96,50.445,35.0,82.72,109.64,121.0,118.83,65.66,49.12,82.53,85.63
2015-03-31,124.43,78.12,150.08,80.03,27.525,104.98,67.8937,104.89,24.81,187.97,113.61,160.5,31.27,100.6,60.58,40.55,97.44,164.95,57.48,40.655,50.165,34.79,81.94,108.13,118.29,117.2,65.41,48.63,82.25,85.0
2015-04-01,124.25,78.93,148.64,79.64,27.25,104.79,67.4282,105.44,24.84,192.23,113.13,159.18,30.81,99.15,59.95,40.68,96.29,162.52,56.86,40.72,49.775,34.33,82.32,107.11,117.45,115.92,65.18,48.92,80.71,84.46
2015-04-02,125.32,79.7,149.28,80.24,27.13,105.28,67.8177,106.0,24.94,191.55,114.54,160.45,30.81,99.64,60.52,40.68,95.83,162.8,57.1,40.29,49.83,34.38,82.43,107.74,117.36,117.13,65.29,49.47,80.73,84.3
2015-04-06,127.35,79.63,150.93,81.49,27.22,106.92,68.3972,105.63,25.18,192.05,114.95,162.04,31.04,99.16,60.47,41.17,96.28,165.48,57.18,41.545,49.865,34.48,83.04,108.13,117.7,117.86,65.2,49.63,80.99,85.13
2015-04-07,126.01,78.33,152.32,80.54,27.39,108.54,68.0837,105.43,25.02,192.39,114.3,162.07,31.26,100.1,60.85,41.01,96.35,166.21,57.43,41.53,49.805,34.54,82.39,107.34,117.35,117.49,65.8,49.27,80.5,85.75
2015-04-08,125.6,78.69,153.36,80.44,27.55,106.66,68.1502,106.36,25.01,192.56,115.59,161.85,31.31,100.16,61.05,40.89,96.85,166.27,57.15,41.42,50.42,34.64,82.77,107.34,118.19,117.84,66.5,49.13,81.03,84.06
2015-04-09,126.56,79.16,153.42,80.68,27.625,106.95,68.3307,106.77,25.73,194.89,114.57,162.34,31.24,101.33,61.47,41.05,96.55,166.79,57.43,41.48,50.36,35.03,82.89,107.3,118.55,117.88,66.44,49.01,80.84,84.65
2015-04-10,127.1,79.59,154.38,82.6,28.04,106.91,68.6157,106.95,28.51,195.64,115.24,162.86,31.93,102.06,61.7,40.88,97.8,167.07,57.25,41.72,49.985,35.44,83.35,107.65,119.0,118.46,66.34,49.22,80.65,85.56
2015-04-13,126.85,79.27,153.24,82.14,27.98,106.5,68.3592,106.51,27.63,195.58,114.44,162.38,31.73,100.55,62.07,40.7,97.44,165.84,56.73,41.76,49.635,35.09,83.43,107.87,119.37,117.41,65.61,49.04,80.29,85.34
2015-04-14,126.3,79.49,153.21,83.0,27.81,108.84,68.6442,106.66,27.73,197.72,114.05,162.3,31.49,100.52,63.04,40.51,97.58,165.99,57.76,41.65,49.765,35.03,83.6,107.79,119.92,117.69,65.53,49.18,80.15,86.63
2015-04-15,126.78,79.75,152.43,85.16,28.25,110.41,68.4922,106.98,27.46,201.1,113.45,164.13,32.83,100.6,64.21,40.4,96.44,166.44,58.45,42.255,49.915,35.21,83.51,108.08,117.32,117.87,65.68,49.39,79.74,88.08
2015-04-16,126.17,80.91,151.97,84.34,28.6,110.16,68.6347,108.1,27.28,200.21,113.37,163.13,32.87,99.79,63.81,40.6,95.63,165.89,57.84,42.16,49.95,35.19,83.5,108.67,121.6,117.48,65.65,49.27,79.24,87.73
2015-04-17,124.75,77.32,149.6,83.28,27.915,109.11,67.9697,106.69,27.25,197.35,112.1,160.67,32.47,99.58,62.84,40.3,94.88,161.71,56.88,41.615,49.275,35.04,82.53,105.4,118.71,115.11,64.52,48.9,77.88,86.93
2015-04-20,127.6,77.23,152.67,84.6,28.48,110.29,69.1952,108.22,27.02,198.1,112.86,166.16,32.73,100.21,63.24,40.66,96.18,164.51,57.61,42.905,49.995,35.01,82.87,106.14,118.58,116.51,64.72,49.38,78.14,87.24
2015-04-21,126.91,77.28,153.33,83.92,28.69,109.73,67.1527,107.68,26.62,196.84,113.17,164.26,32.43,100.3,62.31,40.78,94.87,164.0,57.66,42.635,50.145,34.89,83.08,101.88,119.28,116.95,65.35,49.17,78.03,86.88
2015-04-22,128.62,78.44,151.19,84.87,28.62,109.5,67.8652,107.94,26.91,198.32,112.99,165.36,32.7,100.43,62.94,41.31,97.84,164.67,57.69,42.985,50.075,34.93,83.09,102.02,117.81,116.96,68.01,49.57,78.43,87.46
2015-04-23,129.67,78.15,149.87,84.79,28.675,109.97,67.2477,109.0,26.85,199.31,113.96,170.24,32.35,100.46,62.8,40.95,97.0,159.66,57.51,43.34,50.555,35.36,80.95,103.48,118.26,117.26,67.72,50.05,79.18,87.54
2015-04-24,130.28,77.99,148.4,84.6,28.82,109.87,67.9412,109.53,26.8,197.99,113.7,169.78,32.08,101.08,62.6,40.89,98.74,158.99,57.6,47.87,50.475,35.27,81.0,103.95,118.69,116.16,67.48,50.03,79.84,86.97
2015-04-27,132.65,77.49,147.8,85.33,28.89,109.7,71.0666,110.16,26.88,196.52,111.39,170.73,32.5,100.58,62.34,40.83,96.44,157.98,57.1,48.03,50.47,34.59,80.6,103.33,116.24,115.74,67.1,50.08,79.37,87.01
2015-04-28,130.56,77.49,147.51,86.2,29.32,111.12,71.0761,109.92,27.12,197.49,110.58,173.92,33.02,100.74,62.76,40.77,96.83,158.33,59.98,49.155,49.93,34.48,80.42,103.68,117.59,116.08,66.77,50.55,79.1,87.8
2015-04-29,128.64,77.16,146.15,87.5,29.05,111.73,70.4681,109.81,27.09,198.56,108.71,174.4,32.885,100.39,63.6,40.49,97.02,156.97,59.68,49.06,50.085,34.29,79.85,102.85,113.61,115.38,67.34,50.47,77.88,87.87
2015-04-30,125.15,77.45,143.34,86.88,28.83,111.06,69.5371,108.72,27.08,196.42,106.98,171.29,32.55,99.2,63.26,40.56,96.55,156.39,59.56,48.64,49.42,33.93,79.51,101.11,111.4,113.75,66.05,50.44,78.05,87.37
2015-05-01,128.95,77.68,144.67,87.37,29.13,109.04,70.3351,110.52,27.31,197.53,109.55,173.67,33.42,100.13,63.61,40.91,97.8,157.68,59.86,48.655,50.39,34.08,80.29,102.12,113.2,115.44,65.77,50.41,78.6,88.85
2015-05-04,128.7,78.28,144.02,87.3,29.17,108.32,70.3256,111.03,27.27,199.3,110.06,173.97,33.43,100.35,64.72,40.96,96.13,159.02,60.64,48.24,50.415,34.32,80.35,102.17,114.56,116.45,65.58,50.52,79.18,89.11
2015-05-05,125.8,77.84,142.91,87.0,28.89,108.0,69.1477,110.81,26.92,197.29,108.06,173.08,32.64,99.5,64.4,40.75,96.13,157.91,60.49,47.6,50.21,34.12,80.07,102.05,113.37,115.07,65.96,50.09,78.13,88.61
2015-05-06,125.01,77.85,141.04,86.99,28.97,107.95,69.0812,109.72,26.81,196.25,108.31,170.05,32.22,99.17,63.92,40.66,96.39,157.64,60.26,46.28,50.11,33.46,80.4,101.77,113.49,115.08,65.67,49.64,77.65,88.19
2015-05-07,125.26,78.43,141.49,86.43,28.805,107.57,69.6606,109.26,27.04,197.39,110.04,170.99,32.245,99.66,64.5,40.7,96.78,158.61,60.3,46.7,50.725,33.58,80.2,102.58,114.76,116.04,66.58,49.73,78.03,87.6
2015-05-08,127.62,78.98,145.46,87.31,29.23,108.65,71.5131,110.11,27.36,200.5,112.47,172.68,32.8,101.47,65.49,40.98,98.23,160.6,60.74,47.75,51.22,34.02,80.96,103.73,115.68,118.43,69.47,50.14,78.53,88.99
2015-05-11,126.32,79.7,145.89,88.77,29.21,107.36,71.6271,108.6,26.92,201.73,111.9,171.12,32.69,101.03,65.45,40.94,97.51,159.9,60.0,47.37,51.395,33.96,80.27,102.22,114.77,117.7,69.02,49.8,78.1,86.78
2015-05-12,125.865,79.08,145.43,88.16,29.23,107.56,71.1046,109.24,27.03,200.53,112.52,170.55,32.25,100.47,65.36,40.69,97.95,160.07,59.44,47.35,51.185,33.78,79.95,101.67,114.64,117.36,68.69,49.62,78.96,87.02
2015-05-13,126.01,79.86,145.62,88.44,29.35,107.7,65.8608,109.19,27.21,201.43,111.19,172.28,32.64,100.55,65.52,41.05,97.35,161.31,59.18,47.625,51.08,33.53,79.7,101.97,115.86,117.37,68.65,49.73,78.16,86.56
2015-05-14,128.95,80.75,147.96,88.74,29.05,108.45,66.1838,109.93,27.41,202.62,111.94,174.05,32.97,101.83,66.05,41.5,97.71,163.15,59.78,48.72,51.72,33.94,80.57,102.75,118.53,119.14,70.0,49.97,78.72,86.97
2015-05-15,128.77,80.22,146.88,88.43,29.55,108.03,66.7348,110.3,27.27,202.97,113.35,173.26,32.99,102.3,65.88,41.52,98.04,163.3,60.23,48.295,52.49,33.99,81.05,102.68,119.33,118.49,69.57,49.79,79.24,87.35
2015-05-18,130.19,80.17,146.71,88.29,29.76,106.65,66.4878,110.33,27.31,204.66,114.33,173.06,33.41,103.42,66.42,41.32,98.02,162.87,60.01,48.01,52.375,33.98,80.74,103.17,119.8,118.51,70.0,49.6,79.92,86.85
2015-05-19,130.07,81.36,147.05,87.24,29.735,105.02,67.6847,110.56,27.35,205.4,112.34,173.48,33.15,103.96,67.01,41.31,100.68,163.12,60.52,47.58,52.32,34.21,80.83,103.66,120.55,119.07,70.16,49.55,76.43,86.99
2015-05-20,130.06,80.96,146.42,87.93,29.62,105.25,67.1242,110.2,27.64,205.08,112.1,173.76,33.37,103.6,66.48,41.35,100.11,161.9,60.46,47.58,52.305,34.3,80.48,103.7,121.24,118.87,69.78,49.69,75.9,87.13
2015-05-21,131.39,80.76,147.35,89.33,29.43,105.49,67.4282,110.39,27.72,204.95,112.01,173.34,33.55,102.42,66.65,41.23,99.28,162.06,60.1,47.42,52.2,34.36,80.41,103.09,120.46,119.12,69.37,49.9,76.11,87.21
2015-05-22,132.54,81.25,144.81,88.63,29.26,104.89,67.2477,110.26,27.68,207.8,112.16,172.22,33.45,101.35,66.47,41.21,98.99,160.98,59.38,46.9,52.215,34.28,79.95,102.73,119.59,118.62,69.62,49.61,75.86,86.52
2015-05-26,129.62,80.19,142.8,87.84,28.95,103.29,67.2097,109.44,27.52,206.38,110.93,170.13,33.105,100.82,65.73,40.99,98.46,159.59,58.97,46.59,51.71,34.11,79.14,101.6,118.24,116.87,68.54,49.42,74.9,85.35
2015-05-27,132.045,80.11,143.0,87.92,29.31,103.11,67.2382,110.37,27.52,209.06,112.16,172.0,33.71,101.13,66.47,41.12,98.66,161.02,59.46,47.61,51.42,34.3,79.39,102.34,119.45,117.64,69.49,49.57,75.19,85.11
2015-05-28,131.78,80.09,142.33,86.01,29.35,103.24,67.8652,110.53,27.63,208.48,112.19,171.71,34.01,101.15,66.2,41.14,96.48,160.87,59.7,47.45,51.15,34.44,79.33,102.15,119.62,117.69,69.56,49.54,74.84,85.11
2015-05-29,130.28,79.72,140.52,85.32,29.31,103.0,67.4567,110.37,27.27,206.19,111.42,169.65,34.46,100.14,65.78,40.96,95.93,159.08,60.89,46.86,50.835,34.75,78.39,101.12,120.21,117.17,68.68,49.44,74.27,85.2
2015-06-01,130.535,79.47,141.25,85.53,29.18,102.63,68.0552,110.96,27.28,207.81,111.67,170.18,33.905,100.04,66.08,40.94,96.22,158.98,60.75,47.23,50.88,34.56,78.85,101.01,119.86,117.0,69.11,49.22,74.73,85.13
2015-06-02,129.96,79.99,143.25,86.17,29.08,102.58,67.7037,110.75,27.33,206.43,111.59,169.65,33.27,99.98,66.02,40.99,96.29,159.08,60.24,46.92,51.055,34.49,78.54,100.33,117.75,117.34,69.04,49.14,74.53,85.14
2015-06-03,130.12,80.6,143.81,86.23,29.09,102.17,67.7037,111.17,27.53,208.29,113.16,169.92,32.73,100.09,66.7,40.87,96.52,160.16,60.39,46.85,51.255,34.41,78.56,101.01,118.35,118.51,68.95,49.08,74.89,84.95
2015-06-04,129.36,79.36,141.19,85.47,28.61,101.39,66.2028,110.3,27.26,208.87,111.46,168.38,32.31,99.23,66.33,40.59,96.31,158.35,59.47,46.36,50.975,34.24,78.15,100.21,116.65,117.14,68.21,48.1,74.15,84.22
2015-06-05,128.65,79.39,140.73,86.05,28.58,101.59,65.6138,110.3,27.29,210.45,110.37,167.4,31.84,98.59,67.42,40.1,95.54,157.08,58.99,46.14,51.015,34.09,77.43,99.31,116.53,117.0,68.37,47.23,73.06,84.28
2015-06-08,127.8,78.81,140.64,86.15,28.275,100.42,65.9368,109.29,27.24,209.79,109.93,165.34,31.3,97.96,66.89,40.16,95.32,156.59,58.87,45.73,50.72,33.98,77.71,97.76,116.91,116.18,67.68,47.44,72.61,84.85
2015-06-09,127.42,79.17,140.1,86.73,28.24,100.42,65.7468,108.52,27.33,209.02,109.53,165.68,31.25,98.21,67.18,40.2,94.73,156.98,58.84,45.65,50.675,34.01,78.9,97.8,116.99,116.3,67.95,47.34,72.47,84.58
2015-06-10,128.88,80.19,141.62,88.48,28.66,101.83,66.2028,110.0,27.63,213.13,110.98,168.92,31.82,98.88,68.26,40.33,95.3,159.04,59.61,46.61,51.67,34.31,79.54,99.18,118.55,117.5,69.63,47.47,72.93,85.21
2015-06-11,128.59,80.3,142.96,88.17,28.86,101.12,66.2693,110.62,27.51,213.94,111.29,168.78,31.85,99.24,68.52,40.1,95.59,159.86,58.91,46.44,51.94,34.46,79.41,100.13,119.32,118.32,69.64,47.76,72.94,85.09
2015-06-12,127.17,79.53,142.8,87.85,28.54,99.87,65.6613,109.95,27.39,213.06,110.6,166.99,31.32,98.35,68.25,39.96,95.06,158.04,57.87,45.97,51.89,34.21,78.87,99.47,117.65,117.6,69.33,47.25,72.43,84.02
2015-06-15,126.92,79.25,142.29,87.13,28.48,99.29,65.5948,110.18,27.21,211.76,110.01,166.26,31.39,97.49,67.99,39.59,94.3,155.87,57.12,45.475,51.675,34.04,78.12,98.79,118.98,114.61,68.57,47.0,71.93,83.72
2015-06-16,127.6,79.36,142.34,86.59,28.71,100.04,65.8798,111.06,27.22,213.56,110.23,166.84,31.635,98.36,68.37,40.08,94.63,156.49,57.71,45.83,52.28,34.04,79.1,99.49,121.55,114.94,69.01,47.42,72.35,84.68
2015-06-17,127.3,80.32,143.43,87.25,28.93,99.76,66.0128,111.49,27.27,212.93,110.47,167.17,31.95,98.73,68.14,40.27,95.22,156.95,57.91,45.97,52.375,33.98,80.08,99.78,119.74,115.07,68.75,47.27,72.73,84.73
2015-06-18,127.88,80.77,145.38,87.44,29.21,100.25,66.6398,113.22,27.37,214.6,111.85,168.25,32.38,100.36,68.78,40.65,96.17,159.62,58.59,46.72,53.0,34.37,80.82,101.47,120.89,115.9,69.5,47.77,72.98,85.48
2015-06-19,126.6,80.19,145.13,87.52,29.03,99.47,66.3453,112.62,27.24,213.19,112.43,166.99,32.07,99.86,68.08,40.4,96.08,158.95,58.04,46.1,53.265,34.18,80.54,99.45,120.33,114.89,68.69,47.46,72.74,85.21
2015-06-22,127.61,81.25,145.7,88.27,28.94,100.29,66.4878,113.53,27.42,216.51,113.07,167.73,32.26,100.09,68.96,40.48,96.87,159.68,58.83,46.23,53.395,34.31,80.45,100.04,120.25,115.28,69.09,47.53,72.79,85.17
2015-06-23,127.03,81.36,144.43,88.45,28.785,100.09,65.0723,114.41,27.55,218.4,113.18,168.62,32.085,99.78,69.75,40.38,97.18,159.84,59.03,45.91,53.6,34.5,79.79,100.0,122.74,115.23,69.42,47.77,72.57,85.07
2015-06-24,128.11,80.74,143.0,88.17,28.51,99.27,62.8874,113.77,27.26,214.43,112.35,166.97,31.91,99.33,69.02,40.19,96.64,157.54,58.24,45.635,53.11,34.23,79.51,98.78,119.17,113.97,68.86,47.29,72.38,84.68
2015-06-25,127.5,79.88,142.45,86.72,28.4,98.34,62.8399,114.45,27.04,212.82,112.24,166.08,31.99,99.12,68.65,40.02,95.79,155.92,57.9,45.65,52.61,34.02,79.39,97.81,122.33,113.3,68.62,47.44,71.86,83.93
2015-06-26,126.75,79.88,142.48,86.82,28.28,98.6,62.3174,114.99,27.09,213.17,112.6,165.46,31.02,99.64,68.95,40.0,97.29,157.09,58.49,45.26,54.855,33.92,79.34,97.92,123.25,113.52,68.75,47.62,72.12,83.86
2015-06-29,124.53,77.8,138.73,85.3,27.54,96.69,60.4555,113.05,26.64,207.65,110.54,162.97,30.39,97.68,67.2,39.4,95.44,153.95,57.29,44.37,53.835,33.59,78.32,96.14,121.19,111.53,66.72,46.77,71.42,82.82
2015-06-30,125.425,77.72,138.72,84.82,27.46,96.47,60.75,114.14,26.57,208.79,111.13,162.66,30.415,97.46,67.76,39.23,95.07,154.3,56.93,44.15,54.01,33.53,78.24,96.66,122.0,110.93,67.15,46.61,70.93,83.2
2015-07-01,126.6,78.4,140.73,83.95,27.35,96.09,61.43,115.13,26.66,209.94,112.07,164.49,30.18,98.47,68.07,39.5,95.76,155.65,57.6,44.445,54.715,33.69,79.72,99.3,123.38,110.82,67.85,47.0,71.88,82.37
2015-07-02,126.44,78.21,140.21,84.38,27.33,95.87,59.99,114.97,26.78,209.2,111.49,165.09,30.555,98.44,67.52,39.49,96.17,155.38,57.67,44.4,54.935,33.37,79.93,99.23,121.81,109.56,68.24,47.2,71.86,83.14
2015-07-06,126.0,77.59,140.52,83.15,27.22,94.77,60.0,115.7,26.31,208.04,111.32,164.73,30.04,98.2,67.33,39.42,95.65,155.08,57.55,44.39,54.92,33.25,80.05,98.94,122.16,109.36,68.12,47.04,72.53,82.53
