date,AAPL UW Equity,AXP UN Equity,BA UN Equity,CAT UN Equity,CSCO UW Equity,CVX UN Equity,DD UN Equity,DIS UN Equity,GE UN Equity,GS UN Equity,HD UN Equity,IBM UN Equity,INTC UW Equity,JNJ UN Equity,JPM UN Equity,KO UN Equity,MCD UN Equity,MMM UN Equity,MRK UN Equity,MSFT UW Equity,NKE UN Equity,PFE UN Equity,PG UN Equity,TRV UN Equity,UNH UN Equity,UTX UN Equity,V UN Equity,VZ UN Equity,WMT UN Equity,XOM UN Equity
2014-03-31,76.6771,90.03,125.49,99.37,22.41,118.91,63.7424,80.07,25.89,163.85,79.13,192.49,25.81,98.23,60.71,38.66,98.03,135.66,56.77,40.99,36.93,32.12,80.6,85.1,81.99,116.84,53.965,47.57,76.43,97.68
2014-04-01,77.3914,91.17,128.21,99.81,23.1,119.0,64.3694,81.57,25.87,165.92,79.38,194.5,25.99,97.94,60.67,38.41,97.9,136.53,56.37,41.42,37.195,31.95,80.34,84.39,81.84,117.92,53.675,47.75,76.77,97.73
2014-04-02,77.5071,90.4,128.31,102.63,22.99,119.35,64.7113,81.67,26.04,167.27,79.95,193.55,25.89,98.23,60.48,38.33,97.59,136.0,56.46,41.35,37.27,32.29,80.13,84.65,81.61,119.87,53.665,47.82,77.18,97.95
2014-04-03,76.97,90.98,128.78,102.55,23.09,119.04,64.6068,81.69,26.23,166.09,79.4,192.69,26.41,98.26,60.66,38.07,97.66,136.14,56.21,41.01,36.995,32.4,80.1,84.98,82.25,119.77,53.7525,48.12,77.46,97.93
2014-04-04,75.9743,89.17,127.38,102.17,22.71,118.8,63.9704,80.43,26.02,163.24,78.72,191.77,26.16,98.42,59.81,38.22,97.87,135.86,56.12,39.87,36.42,32.16,79.77,85.2,81.53,118.18,51.925,48.04,77.31,97.36
2014-04-07,74.7814,86.6,125.59,101.11,22.85,117.34,63.4194,79.13,25.85,158.56,77.13,194.52,26.48,97.89,59.0,38.62,97.01,134.4,55.19,39.82,35.415,31.2,80.49,85.0,81.08,116.18,50.8525,48.12,77.31,96.78
2014-04-08,74.7771,86.49,124.15,102.39,22.94,117.8,63.4479,79.57,25.75,156.56,77.11,193.29,26.91,98.06,58.85,38.9,98.08,134.84,55.04,39.82,36.46,30.87,81.35,84.73,80.66,115.77,50.6475,48.21,78.18,97.45
2014-04-09,75.7571,88.72,126.88,102.99,23.12,119.1,64.1414,80.47,25.95,158.16,77.76,196.64,26.98,98.95,59.27,38.99,98.35,135.84,57.1,40.47,36.78,31.23,81.49,85.82,81.39,117.04,51.885,47.98,77.97,97.33
2014-04-10,74.7829,85.36,123.64,102.26,22.65,116.69,63.1439,77.51,25.58,155.98,76.78,195.68,26.42,96.54,57.4,38.89,99.43,133.97,55.85,39.36,36.225,30.61,81.09,84.99,79.99,114.56,50.3875,47.47,76.89,96.78
2014-04-11,74.23,84.54,122.07,101.45,22.46,117.03,62.7829,77.01,25.43,152.72,75.7,195.19,26.17,96.87,55.3,38.63,99.29,132.39,55.92,39.19,35.625,29.86,80.76,85.3,78.95,113.93,49.1575,47.07,76.5,96.72
2014-04-14,74.5257,85.5,123.25,102.78,22.84,118.7,63.2579,77.62,25.71,154.74,75.97,197.77,26.56,97.14,54.96,38.73,100.11,133.15,55.57,39.18,36.19,29.87,80.81,85.5,79.18,114.94,50.2525,47.27,77.38,97.86
2014-04-15,73.9929,86.04,124.27,102.5,22.89,120.3,63.5524,77.66,25.82,154.92,75.89,197.02,26.77,99.2,54.8,40.18,100.83,134.09,56.05,39.75,36.14,29.89,80.84,85.89,79.51,115.84,51.0125,46.92,76.88,98.68
2014-04-16,74.1443,87.4,126.04,102.93,23.03,121.83,64.3314,78.95,26.12,157.22,76.58,196.4,26.93,98.75,55.26,40.59,100.83,136.77,56.26,40.4,36.55,30.09,81.65,86.78,78.19,118.07,52.34,47.1,77.22,99.94
2014-04-17,74.9914,86.22,127.92,102.83,23.21,123.68,63.6284,79.99,26.56,157.44,77.09,190.01,27.04,98.96,55.22,40.72,100.25,137.73,56.47,40.01,37.015,30.25,81.76,86.68,75.78,118.57,51.9875,47.6,77.66,100.42
2014-04-21,75.8814,86.67,127.82,102.64,23.4,124.24,63.6759,79.11,26.59,157.8,77.96,192.27,26.95,100.0,55.03,40.75,99.67,138.62,57.25,39.94,36.95,30.86,81.56,86.4,74.95,118.3,52.2825,47.98,77.6,100.93
2014-04-22,75.9557,87.07,127.55,103.69,23.52,124.0,63.9799,79.45,26.58,160.46,79.67,192.15,26.84,100.18,55.81,40.71,99.32,138.89,57.77,39.99,37.175,31.0,81.25,86.89,75.76,119.19,52.4925,47.92,77.56,100.37
2014-04-23,74.9643,87.13,130.63,103.38,23.5,124.69,63.9704,79.52,26.42,160.45,78.52,191.73,26.75,100.22,56.05,40.73,99.13,137.99,57.5,39.69,37.05,30.92,80.36,88.13,75.33,119.65,52.205,47.43,78.04,100.5
2014-04-24,81.11,87.41,129.86,105.28,23.33,124.3,63.7519,79.59,26.46,160.85,79.77,190.22,26.75,99.96,56.19,40.7,99.84,136.65,57.53,39.86,36.695,30.71,81.15,88.59,76.59,118.98,52.35,46.28,78.31,100.01
2014-04-25,81.7057,87.03,128.66,104.69,23.0,123.99,63.3244,78.23,26.6,158.24,79.38,189.63,26.26,99.79,55.7,41.01,100.73,136.56,57.24,39.91,36.35,30.75,81.41,88.31,75.66,117.21,49.7325,45.94,78.62,100.41
2014-04-28,84.87,87.06,127.04,104.26,23.02,125.73,63.4289,77.78,26.78,156.54,80.17,193.14,26.33,101.34,55.49,41.03,100.31,137.23,56.68,40.87,35.835,32.04,82.94,89.64,75.74,117.7,50.355,46.6,79.76,101.17
2014-04-29,84.6186,87.79,128.37,105.3,23.16,125.97,63.8184,78.64,26.76,158.24,79.52,195.11,26.48,101.03,56.1,40.57,101.5,137.55,58.72,40.51,36.24,31.76,82.44,90.9,75.2,117.56,50.6675,46.77,79.67,101.45
2014-04-30,84.2986,87.43,129.02,105.4,23.11,125.52,63.9514,79.34,26.89,159.82,79.51,196.47,26.69,101.29,55.98,40.79,101.38,139.09,58.56,40.4,36.475,31.28,82.55,90.58,75.04,118.33,50.6525,46.73,79.71,102.41
2014-05-01,84.4971,86.82,128.46,105.07,23.01,124.94,63.4194,79.56,26.77,160.37,79.33,193.53,26.45,100.53,55.72,40.78,100.96,140.81,59.62,40.0,36.46,31.15,82.34,90.83,74.95,116.8,51.5225,47.22,79.7,101.41
2014-05-02,84.6543,86.93,129.94,105.01,22.94,124.72,63.5049,80.31,26.68,158.88,79.4,191.44,26.41,99.31,55.58,40.95,101.43,140.12,58.22,39.69,36.495,30.75,81.92,91.0,75.03,116.52,51.105,47.12,79.12,102.01
2014-05-05,85.8514,87.36,131.96,104.52,22.96,125.36,64.0179,81.22,26.58,156.35,78.69,191.26,26.17,100.0,54.22,40.76,101.14,140.61,58.63,39.43,36.645,29.96,81.7,90.65,75.23,116.82,51.7825,47.39,78.62,102.91
2014-05-06,84.9157,86.2,130.83,103.87,22.72,124.97,63.8279,81.03,26.19,154.54,77.42,190.03,26.2,99.51,53.34,40.49,100.95,139.29,57.11,39.06,36.125,29.43,81.13,89.88,75.26,116.01,51.34,47.47,78.01,102.67
2014-05-07,84.6186,87.98,130.35,104.62,22.87,126.23,64.6448,80.29,26.53,155.52,77.08,189.3,26.36,100.91,54.05,40.91,101.96,141.14,55.84,39.4,36.09,29.02,82.09,91.07,77.91,116.91,52.175,48.1,77.96,103.11
2014-05-08,84.0171,88.62,130.57,104.94,23.02,125.09,64.6923,81.6,26.44,157.4,77.05,188.91,26.34,100.5,54.36,40.73,101.95,140.83,54.83,39.64,36.525,29.17,82.16,91.24,76.89,117.02,52.725,48.49,78.69,102.32
2014-05-09,83.65,88.84,131.1,105.06,23.02,125.03,64.3883,81.95,26.42,157.2,77.71,190.08,26.3,100.91,54.01,40.87,102.93,141.34,55.21,39.54,36.725,29.03,82.39,91.3,76.95,116.99,52.7025,48.48,79.2,101.95
2014-05-12,84.69,89.66,132.6,106.2,23.19,125.24,64.7778,82.42,26.85,159.55,78.27,192.57,26.37,100.52,54.65,40.82,102.86,142.82,55.29,39.97,37.315,29.13,81.73,92.04,77.74,118.63,52.925,48.16,79.15,102.23
2014-05-13,84.8229,89.09,133.45,107.15,22.86,125.85,64.3029,82.08,26.92,160.28,77.27,192.19,26.45,101.02,54.62,41.11,103.53,142.43,55.75,40.42,37.295,29.2,81.61,92.91,78.04,118.74,53.015,47.85,79.14,102.36
2014-05-14,84.8386,88.46,132.99,106.53,22.81,126.42,64.3314,80.92,26.76,159.45,76.31,188.72,26.33,100.87,54.36,40.89,103.03,141.6,56.37,40.24,36.79,29.1,81.17,92.65,77.17,117.32,52.465,48.01,78.74,102.29
2014-05-15,84.1171,87.6,131.21,104.99,24.18,123.81,63.4859,80.15,26.6,156.64,76.24,186.46,26.01,100.69,53.51,40.52,102.5,140.98,55.89,39.6,36.47,29.06,80.53,92.37,76.48,115.7,51.8625,47.96,76.83,100.78
2014-05-16,85.3586,87.5,130.81,106.03,24.37,123.18,63.6664,80.39,26.67,156.43,77.36,187.06,25.82,100.58,53.31,40.89,103.14,141.13,55.87,39.83,36.97,29.12,80.33,92.58,76.65,114.58,52.4525,49.07,77.01,100.74
2014-05-19,86.37,88.12,131.35,105.39,24.35,122.95,63.6759,81.05,26.61,157.67,76.5,187.0,26.04,100.64,53.83,40.71,102.09,141.67,56.35,39.75,37.245,29.28,79.93,92.77,77.2,115.02,52.59,49.15,76.61,100.87
2014-05-20,86.3643,87.09,129.58,101.56,24.1,122.5,63.3529,81.09,26.3,156.35,77.96,184.89,26.04,100.25,53.72,40.58,101.53,140.23,56.0,39.68,36.63,29.25,80.23,92.67,76.66,113.1,51.98,48.65,75.69,100.67
2014-05-21,86.6157,87.86,130.96,102.88,24.48,124.16,63.8564,82.19,26.49,159.35,78.08,186.39,26.2,101.14,54.12,40.87,102.56,140.66,56.58,40.35,37.105,29.57,80.49,92.86,77.72,114.84,52.525,49.17,75.66,102.03
2014-05-22,86.7571,88.15,131.84,103.08,24.38,123.63,64.1319,82.35,26.51,159.85,78.78,185.68,26.15,100.96,54.55,40.58,102.45,140.31,56.49,40.1,37.44,29.66,80.65,93.01,78.34,115.04,52.3425,49.45,75.39,101.5
2014-05-23,87.7329,88.78,132.41,104.03,24.52,123.37,64.6923,83.32,26.51,160.16,79.18,185.94,26.29,100.98,54.53,40.58,102.0,141.14,56.81,40.12,37.925,29.49,80.52,92.86,78.77,115.54,53.0175,49.74,75.61,101.32
2014-05-27,89.3871,91.39,134.17,103.68,24.71,122.84,64.7493,83.74,26.57,161.77,79.69,184.78,26.71,100.81,55.14,40.77,102.36,141.44,56.69,40.19,38.305,29.61,80.08,93.49,79.11,115.85,53.625,49.62,75.59,101.36
2014-05-28,89.1443,91.06,134.33,102.91,24.82,122.52,64.9868,83.6,26.66,161.19,79.68,183.08,26.88,100.3,55.45,40.58,101.3,141.43,56.4,40.01,38.135,29.61,80.1,93.46,78.58,115.95,53.45,49.74,75.53,101.06
2014-05-29,90.7686,91.28,135.14,103.6,24.68,122.32,65.5188,84.03,26.74,160.74,79.9,183.76,26.96,100.76,55.72,40.66,101.34,142.39,57.7,40.34,38.19,29.6,80.4,94.1,79.37,116.35,53.6675,49.72,75.98,101.27
2014-05-30,90.4286,91.5,135.25,102.23,24.62,122.79,65.8418,84.01,26.79,159.81,80.23,184.36,27.32,101.46,55.57,40.91,101.43,142.55,57.86,40.94,38.455,29.63,80.79,93.45,79.63,116.22,53.7075,49.96,76.77,100.53
2014-06-02,89.8071,91.89,135.9,103.76,24.78,122.21,65.7943,84.27,26.83,160.03,80.84,185.69,27.26,102.17,55.35,40.86,102.03,142.32,57.93,40.79,38.36,29.71,80.36,93.71,79.47,117.4,53.38,50.05,76.76,99.94
2014-06-03,91.0771,91.73,135.88,104.49,24.675,122.55,65.4238,83.88,26.79,161.8,80.67,184.37,27.66,102.46,55.6,40.88,101.45,142.89,57.91,40.29,37.775,29.59,79.93,93.41,79.88,117.82,52.83,49.29,76.71,100.39
2014-06-04,92.1171,91.81,135.33,104.31,24.5,122.35,65.8513,84.24,26.55,162.39,80.54,184.51,27.6,102.68,55.68,40.79,102.44,142.26,57.93,40.32,38.065,29.64,79.86,94.67,80.51,117.14,52.8575,49.15,77.13,100.04
2014-06-05,92.4786,92.8,136.82,106.96,24.7,123.52,65.8703,84.78,26.77,162.58,80.38,185.98,27.66,103.22,56.63,40.89,102.45,143.71,58.1,41.21,37.935,29.76,80.11,94.97,79.8,118.17,53.055,49.28,77.32,100.55
2014-06-06,92.2243,94.91,138.25,108.18,24.83,124.19,66.1838,84.61,27.18,166.19,80.64,186.37,28.17,103.18,56.97,40.99,101.96,144.64,57.85,41.48,38.115,29.42,80.03,94.36,79.93,118.9,53.25,49.42,77.21,101.6
2014-06-09,93.7,95.57,137.96,108.75,24.8,124.37,65.9558,85.48,27.44,166.0,80.61,186.22,27.91,103.22,57.42,40.91,101.38,145.32,57.94,41.27,38.335,29.35,80.09,94.66,79.76,120.09,53.145,49.57,77.01,101.52
2014-06-10,94.25,95.28,137.25,109.31,25.0,125.34,65.9938,84.75,27.41,166.36,80.74,184.29,28.24,104.1,57.9,41.07,100.88,144.97,58.49,41.11,38.155,29.5,80.15,95.1,79.81,119.13,53.5625,49.52,76.62,101.46
2014-06-11,93.86,95.08,134.1,108.69,25.04,125.18,65.5188,84.31,27.15,165.43,79.81,182.25,27.93,103.32,57.27,40.86,100.42,144.41,58.81,40.86,37.57,29.43,80.06,94.9,80.17,118.3,53.17,49.37,76.16,101.95
2014-06-12,92.26,94.76,132.19,106.65,24.66,126.11,64.6733,82.8,26.96,165.96,78.43,181.22,27.96,102.53,57.04,40.42,99.76,143.07,58.3,40.58,37.385,29.45,79.76,95.0,79.44,116.85,52.9425,49.04,75.73,101.66
2014-06-13,91.28,94.85,132.29,106.77,24.7,127.26,64.8823,82.8,27.04,165.89,78.07,182.56,29.86,102.53,57.04,40.37,100.49,143.36,58.24,41.23,37.31,29.53,79.64,95.41,79.18,116.79,52.8225,49.18,75.28,102.65
2014-06-16,92.2,94.37,132.54,106.81,24.53,128.54,64.7018,83.3,26.82,165.85,78.9,182.35,30.01,102.45,56.87,40.66,101.1,143.32,58.07,41.5,37.275,29.61,79.69,95.46,78.0,116.87,52.56,49.31,75.34,102.92
2014-06-17,92.08,94.66,132.45,106.67,24.5,128.83,64.3978,83.16,26.87,168.22,80.02,182.26,29.95,101.93,57.42,40.92,101.27,143.69,58.06,41.68,37.545,29.48,79.58,95.22,78.17,117.01,52.7025,49.21,74.99,102.42
2014-06-18,92.18,95.56,132.48,107.48,24.63,130.28,64.4928,83.58,26.89,169.86,80.71,183.6,29.93,102.81,57.78,41.56,101.35,144.33,58.41,41.65,38.105,29.71,79.79,95.4,79.21,117.23,52.8125,49.42,75.7,102.73
2014-06-19,91.86,95.07,132.82,107.25,24.71,131.99,64.0274,83.77,26.93,169.73,80.44,182.82,30.09,103.81,57.3,41.79,101.91,144.49,58.3,41.51,37.82,29.59,80.24,95.6,80.51,117.58,52.58,49.47,75.87,102.63
2014-06-20,90.91,95.54,132.1,109.38,24.83,132.34,65.0058,82.82,26.97,169.84,80.17,181.55,30.2,105.27,57.55,41.69,101.92,145.16,58.92,41.67,37.55,29.78,79.93,94.59,81.41,117.99,52.3725,49.39,75.68,103.83
2014-06-23,90.83,95.51,130.85,108.78,24.7,132.98,64.5783,82.76,26.68,170.24,80.64,182.14,30.23,104.75,58.19,41.73,101.91,144.09,58.5,41.99,37.725,29.45,79.52,94.95,81.49,117.13,52.3675,49.73,75.79,104.38
2014-06-24,90.28,94.43,129.15,107.81,24.53,131.77,63.9704,82.68,26.58,168.23,80.43,180.88,30.5,104.59,57.42,41.85,101.47,143.09,57.92,41.74,37.49,29.3,79.01,94.67,81.74,115.68,51.9475,49.28,75.97,102.73
2014-06-25,90.36,94.64,127.06,108.44,24.72,131.23,64.4263,83.9,26.42,168.38,80.53,180.72,30.88,105.76,57.53,41.96,101.61,143.65,58.86,42.03,38.235,29.8,79.32,94.86,82.34,116.12,52.265,49.41,75.62,102.14
2014-06-26,90.9,94.3,128.02,108.52,24.65,130.92,64.3124,84.45,26.29,168.01,80.75,180.37,30.78,105.65,57.39,42.03,101.51,143.73,58.53,41.72,38.43,29.59,78.62,94.41,82.29,115.75,52.24,49.21,74.91,102.03
2014-06-27,91.98,94.93,128.54,108.78,24.7,130.36,62.1654,85.3,26.43,166.78,81.13,181.71,30.93,104.99,57.53,42.19,101.46,143.69,57.53,42.25,38.84,29.67,79.02,93.92,82.0,116.58,52.32,49.32,75.34,101.21
2014-06-30,92.93,94.87,127.23,108.67,24.85,130.55,62.1654,85.74,26.28,167.44,80.96,181.27,30.9,104.62,57.62,42.36,100.74,143.24,57.85,41.7,38.775,29.68,78.59,94.07,81.75,115.45,52.6775,48.93,75.07,100.68
2014-07-01,93.52,95.35,128.15,109.17,25.08,130.54,62.1369,86.47,26.4,166.81,81.82,186.35,30.98,105.87,57.57,42.29,101.0,144.56,58.51,41.87,39.0,30.08,79.28,95.21,81.89,115.93,53.5625,49.37,75.28,101.36
2014-07-02,93.48,95.21,127.62,109.56,25.03,130.23,62.0894,86.44,26.61,166.89,81.98,188.39,30.99,105.86,56.97,42.29,100.53,145.23,59.05,41.9,38.895,30.37,79.56,94.62,82.49,115.14,53.71,49.66,75.62,101.57
2014-07-03,94.1,95.82,128.51,111.08,25.19,131.19,62.5074,86.84,26.85,169.46,82.05,188.53,31.14,105.84,57.13,42.23,100.98,145.41,59.2,41.8,39.225,30.53,79.98,94.84,83.35,115.53,54.1275,49.71,75.75,102.26
2014-07-07,95.97,95.4,129.09,110.16,25.25,130.47,62.3554,86.59,26.75,167.78,81.42,188.04,31.03,106.47,56.67,42.14,100.17,144.91,58.52,42.01,39.325,30.49,80.19,94.55,82.22,115.1,54.185,49.75,76.07,102.65
2014-07-08,95.32,94.57,126.79,109.46,25.07,129.9,62.0609,85.86,26.37,164.91,80.76,187.22,30.79,105.72,55.76,41.94,100.09,144.56,58.17,41.78,38.835,30.15,80.56,94.14,81.93,114.07,53.815,48.76,76.65,102.83
2014-07-09,95.39,94.74,126.79,110.14,25.44,131.39,61.7855,87.22,26.32,164.67,80.73,188.42,30.89,106.04,56.02,41.95,101.07,144.68,58.55,41.67,39.345,30.05,81.67,94.7,82.74,113.84,54.04,48.9,77.21,103.55
2014-07-10,95.035,94.46,126.79,109.36,25.44,130.25,61.6905,86.86,26.2,163.42,79.4,187.7,31.26,105.8,55.56,42.26,100.58,143.89,58.58,41.685,38.75,30.0,81.61,94.3,82.08,113.51,53.885,49.64,77.06,102.57
2014-07-11,95.23,94.47,128.09,109.96,25.52,128.47,61.643,86.89,26.55,164.8,79.61,188.0,31.25,105.1,55.8,41.97,100.37,144.31,58.44,42.09,38.645,30.07,81.16,94.68,82.87,114.13,54.25,50.32,76.82,101.74
2014-07-14,96.45,94.54,129.52,110.09,25.44,129.26,61.757,86.76,26.66,167.0,79.46,189.86,31.49,105.38,56.29,42.38,100.47,145.0,58.18,42.14,38.975,30.24,81.32,95.56,84.27,114.88,55.2575,50.53,76.55,102.68
2014-07-15,95.32,94.45,129.1,109.85,25.67,129.26,61.3485,86.15,26.61,169.17,79.86,188.49,31.71,103.28,58.27,42.1,100.3,145.06,57.91,42.45,39.015,30.41,81.26,95.95,83.9,114.84,55.445,50.71,76.84,102.39
2014-07-16,94.78,94.47,127.42,111.4,25.98,130.89,61.776,85.35,27.02,170.47,79.66,192.36,34.65,102.22,58.71,42.12,99.27,146.17,58.15,44.08,38.46,30.96,80.94,95.62,83.76,114.36,55.6675,50.96,76.86,103.77
2014-07-17,93.08,92.99,125.88,109.07,25.63,130.08,61.643,85.03,26.61,170.14,79.55,192.49,33.7,100.37,57.86,42.02,98.37,143.54,57.6,44.53,38.265,30.55,80.4,94.7,85.11,112.77,54.47,50.32,76.61,102.31
2014-07-18,94.43,93.53,127.64,110.17,25.91,130.39,62.2699,85.81,26.46,171.47,80.08,192.5,33.76,101.8,58.23,42.43,98.99,144.83,58.34,44.71,38.76,30.73,80.55,95.34,85.52,113.57,55.05,50.75,77.09,102.73
2014-07-21,93.95,92.88,128.3,110.23,25.85,131.29,62.2604,85.74,25.98,171.72,79.71,190.85,34.06,101.27,58.24,42.4,97.55,144.3,58.0,44.835,38.41,30.35,80.28,95.26,85.06,112.98,54.805,50.7,76.77,103.08
2014-07-22,94.72,93.37,129.74,110.06,25.95,132.58,61.7,86.21,26.02,175.02,80.54,194.09,34.81,102.47,58.67,41.19,96.27,145.12,58.43,44.83,38.52,30.49,80.1,91.63,86.05,110.86,55.315,50.98,76.64,103.54
2014-07-23,97.19,93.28,126.71,108.38,25.68,133.88,62.0989,86.04,25.91,176.82,81.02,193.63,34.5,102.19,59.0,40.81,95.35,144.68,58.11,44.87,38.685,30.39,79.99,91.78,85.94,109.73,55.3,50.91,76.99,104.25
2014-07-24,97.03,93.15,124.4,105.04,25.83,134.85,61.9375,86.8,25.94,176.26,81.2,195.24,34.25,102.2,59.17,40.97,95.35,145.13,58.21,44.4,39.3,30.34,80.26,92.88,85.68,108.95,55.685,51.05,76.35,104.28
2014-07-25,97.69,91.93,123.2,104.85,25.97,133.57,61.681,86.23,25.79,175.4,81.03,194.4,34.25,102.11,59.01,41.0,95.72,145.12,58.15,44.5,38.86,30.19,79.56,92.1,84.68,108.88,53.6925,51.28,75.97,103.18
2014-07-28,99.02,91.86,123.06,104.15,25.92,133.24,62.0514,87.15,25.59,175.95,81.07,195.78,34.23,102.11,59.19,40.68,95.78,145.53,57.97,43.97,39.2,30.1,79.26,91.88,85.75,108.99,53.555,51.58,75.71,104.37
2014-07-29,98.38,91.71,122.32,104.69,25.71,132.42,62.8874,86.2,25.45,175.54,80.98,194.57,34.19,101.96,58.64,40.35,95.82,144.02,58.58,43.885,39.05,29.73,78.65,91.12,84.27,107.33,53.375,51.97,75.44,103.55
2014-07-30,98.13,90.91,122.29,103.38,25.63,132.53,62.1179,87.21,25.64,175.76,81.76,194.0,34.35,102.3,58.91,39.62,95.95,143.74,58.08,43.58,39.805,29.26,78.16,90.94,82.95,106.38,53.515,51.76,74.78,103.25
2014-07-31,95.57,88.0,120.48,100.75,25.23,129.24,61.092,85.88,25.15,172.87,80.85,191.67,33.89,100.09,57.67,39.29,94.56,140.89,56.74,43.16,38.565,28.7,77.32,89.56,81.05,105.15,52.7525,50.42,73.58,98.94
2014-08-01,96.13,86.47,120.38,100.52,24.99,127.9,60.997,85.38,25.35,170.25,79.75,189.15,33.74,99.9,56.48,39.29,94.3,140.11,56.8,42.86,38.39,28.86,79.65,89.61,81.49,104.75,52.9525,49.83,73.54,98.8
2014-08-04,95.59,86.93,119.93,101.81,25.16,128.17,61.396,87.24,25.27,171.69,80.03,189.64,34.05,100.16,56.65,39.4,94.31,140.75,57.06,43.37,38.58,28.75,79.22,89.9,82.27,105.05,53.04,50.21,73.54,100.13
2014-08-05,95.12,86.36,121.27,101.5,24.97,124.96,60.826,86.75,25.02,169.42,80.03,187.1,32.82,99.82,56.06,39.18,93.43,139.78,56.03,43.08,38.46,28.41,79.41,89.12,80.99,105.02,52.635,49.66,73.34,98.2
2014-08-06,94.97,86.4,118.34,101.49,24.94,125.73,61.529,86.59,25.44,169.74,80.52,185.97,32.86,100.71,56.23,39.92,93.47,139.55,55.93,42.77,38.57,28.28,81.09,89.7,81.5,103.79,52.6725,49.13,74.2,98.98
2014-08-07,94.48,86.02,119.84,101.94,24.86,125.65,61.1775,85.51,25.5,169.1,80.47,184.3,32.68,99.93,55.91,39.35,93.31,139.13,55.64,43.23,38.175,28.04,80.14,89.9,79.26,104.22,52.26,48.65,73.95,98.27
2014-08-08,94.74,87.47,120.63,103.28,25.03,127.86,61.7855,86.85,25.66,172.26,82.43,186.63,32.6,101.08,56.34,39.45,93.55,140.85,56.55,43.2,38.53,28.34,80.95,90.48,80.12,105.96,52.615,48.7,74.67,99.74
2014-08-11,95.99,86.95,120.8,104.5,25.23,127.71,61.776,87.5,25.79,172.46,82.88,187.47,33.02,101.16,56.32,39.57,93.53,140.58,56.66,43.2,38.53,28.25,81.48,90.66,79.87,105.72,52.645,48.67,74.36,98.73
2014-08-12,95.97,87.08,120.47,104.33,25.15,127.09,62.2129,87.21,25.61,172.33,82.92,187.34,33.13,100.63,56.35,39.68,93.56,140.88,57.03,43.52,38.365,28.08,81.42,91.09,80.22,104.91,52.575,48.84,74.22,98.49
2014-08-13,97.24,87.4,121.98,105.16,25.2,127.6,61.852,87.6,25.83,172.37,83.12,187.95,34.1,101.74,56.72,39.94,93.96,141.8,57.85,44.08,38.625,28.21,81.48,91.27,81.51,105.56,52.8575,48.92,74.03,99.09
2014-08-14,97.5,87.27,124.11,105.66,24.54,126.96,61.9375,88.61,25.88,172.73,83.86,187.88,33.94,102.02,56.98,40.18,93.66,142.34,58.78,44.27,38.65,28.73,81.95,92.22,81.82,105.77,53.13,49.0,74.39,99.09
2014-08-15,97.98,86.6,123.16,105.74,24.43,126.1,61.9849,89.28,25.64,171.9,83.69,187.38,34.16,101.17,56.75,40.88,93.79,141.92,58.61,44.79,38.565,28.64,81.78,92.13,81.47,105.63,52.5475,48.8,73.9,99.03
2014-08-18,99.16,87.16,124.98,106.98,24.63,126.3,62.5739,89.97,26.07,174.55,83.59,189.36,34.41,102.7,57.23,41.35,94.25,144.12,58.42,45.11,39.275,28.84,82.44,92.99,82.34,108.09,53.58,48.78,74.49,99.52
2014-08-19,100.56,88.12,125.58,107.3,24.64,127.63,62.9729,90.09,26.05,173.96,88.23,190.07,34.34,102.96,57.56,41.26,94.45,144.25,58.91,45.33,39.255,28.94,82.69,92.91,83.47,108.56,53.75,48.7,74.88,99.49
2014-08-20,100.57,88.49,127.35,107.7,24.7,127.49,62.9064,89.84,26.36,174.03,90.75,190.1,34.5,103.21,57.64,41.25,94.19,144.6,59.48,44.95,39.455,28.89,82.81,93.11,83.43,109.71,54.05,48.82,74.96,99.7
2014-08-21,100.58,89.14,127.5,107.97,24.89,127.93,62.9824,90.38,26.43,175.15,91.15,191.23,35.15,104.19,58.5,41.41,94.53,144.5,58.85,45.22,39.47,28.82,83.28,93.94,83.77,110.06,53.9375,48.87,75.55,99.28
2014-08-22,101.31,88.88,127.46,107.31,24.65,127.11,62.5644,90.49,26.15,175.47,91.03,190.41,34.94,103.1,58.49,41.12,94.45,144.13,59.17,45.16,39.645,28.92,83.39,93.75,83.78,109.39,54.0225,48.64,75.73,98.5
2014-08-25,101.54,89.59,128.33,107.97,24.69,127.84,62.8399,90.38,26.2,177.87,91.2,191.16,34.81,103.23,59.34,41.41,94.44,144.7,59.73,45.17,40.005,28.91,83.54,94.29,84.24,109.82,54.005,49.15,75.69,98.75
2014-08-26,100.89,89.15,128.6,108.06,24.81,128.25,62.8494,90.02,26.01,177.9,91.63,192.99,34.8,103.44,59.74,41.6,94.11,144.6,60.2,45.005,39.74,29.21,83.38,94.2,85.12,109.68,54.1825,49.25,75.52,99.64
2014-08-27,102.13,89.24,128.2,108.55,24.8,128.64,62.6309,90.37,26.13,177.81,91.87,192.25,34.79,103.22,59.59,41.6,94.65,143.94,60.28,44.87,39.86,29.49,83.31,94.76,86.38,109.09,54.2825,49.43,75.85,99.53
2014-08-28,102.25,89.02,127.11,108.65,24.85,128.75,62.8399,90.23,26.01,177.65,92.51,192.0,34.65,102.95,59.16,41.63,94.14,143.98,60.0,44.88,39.41,29.38,83.03,94.34,86.34,109.11,53.65,49.41,75.9,99.57
